,content,vector,cluster,tokens_final,text_for_tfidf,action_cluster
3069,"다품목이시면 오프, 한두개면 온라인이욤","[ 0.00550461  0.01673889 -0.02145386 ... -0.03109741 -0.02542114
  0.00409317]",2,"['품목', '오프', '온라인']",품목 오프 온라인,1
3070,오프라인 매장 가서 직접 보고 골랐어요 전!,"[ 0.00926971  0.02868652 -0.01329041 ... -0.01803589 -0.03591919
 -0.00250053]",2,"['오프라인', '매장', '고르다']",오프라인 매장 고르다,2
3071,오프라인에서 견적 받고 온라인 비교해봤는데 품목 적으면 온라인이쌌어요,"[-0.00392914  0.03167725 -0.03436279 ... -0.02061462 -0.03042603
 -0.00946808]",2,"['오프라인', '견적', '온라인', '비교', '품목', '적다', '온라인', '싸다']",오프라인 견적 온라인 비교 품목 적다 온라인 싸다,0
3072,매장가서 온라인과 비교해보고 살 것 같아요,"[ 0.02537537  0.02096558 -0.02064514 ... -0.03216553 -0.03866577
 -0.00843048]",2,"['매장', '온라인', '비교', '살다']",매장 온라인 비교 살다,1
3073,온라인은 모르겠는데 비대면으로 견적 알려주는 곳 있습니다. 대신 어느정도 무슨 모델 구매하실 건지는 아시는 게 좋아요,"[ 0.0028038   0.01924133 -0.04602051 ... -0.04638672 -0.02275085
 -0.00125599]",2,"['온라인', '대면', '견적', '알리다', '대신', '모델', '구매', '좋다']",온라인 대면 견적 알리다 대신 모델 구매 좋다,0
3074,인터넷설치가 완료되어서 기쁩니다! 앞으로도 더 다양한 온라인 활동을 즐기고 새로운 경험을 해보고 싶어요.~,"[ 0.00701141  0.02844238 -0.00298119 ... -0.04986572 -0.03952026
  0.00208092]",2,"['인터넷', '설치', '완료', '기쁘다', '다양', '온라인', '활동', '즐기다', '경험']",인터넷 설치 완료 기쁘다 다양 온라인 활동 즐기다 경험,2
3075,인터넷설치를 하고 나서 집에서 바로 영화를 스트리밍하고 온라인 게임도 즐겼어요. 정말 간편하고 빠른 서비스에 감사합니다!,"[ 0.0086441   0.04208374 -0.0021553  ... -0.05804443 -0.04196167
  0.00513077]",2,"['인터넷', '설치', '영화', '스트리밍', '온라인', '게임', '즐기다', '간편하다', '빠르다', '서비스', '감사']",인터넷 설치 영화 스트리밍 온라인 게임 즐기다 간편하다 빠르다 서비스 감사,2
3076,많이 살수록 매장별로 혜택이 달라서 발품 파셔야해요ㅜ 정 귀찮으시면 어쩔수없지만..,"[ 0.00356865  0.01408386 -0.01956177 ... -0.04290771 -0.03689575
  0.03013611]",2,"['사다', '매장', '혜택', '다르다', '발품', '파', '귀찮다', '어쩌다']",사다 매장 혜택 다르다 발품 파 귀찮다 어쩌다,2
3077,비대면 견적이나 오프라인 매장방문이 베스트입니다!,"[ 0.0015564   0.03427124 -0.01470947 ... -0.04119873 -0.04434204
  0.00589371]",2,"['대면', '견적', '오프라인', '매장', '방문', '베스트']",대면 견적 오프라인 매장 방문 베스트,0
3078,비대면 견적이나 오프라인 신규매장 프로모션 받는게 젤 싸기는 해요,"[-0.00115585  0.03071594 -0.02220154 ... -0.0362854  -0.03375244
  0.00068188]",2,"['대면', '견적', '오프라인', '신규', '매장', '프로모션', '싸다']",대면 견적 오프라인 신규 매장 프로모션 싸다,2
3079,"저희도 여기저기 다녀봤는데 오프라인은 생각보다 별로,, 저렴하지 않았고 오히려 온라인이 더 쌌던것 같아요!","[ 0.002491    0.01651001 -0.03796387 ... -0.02853394 -0.02661133
 -0.00149155]",2,"['여기저기', '다니다', '오프라인', '생각', '저렴하다', '온라인', '싸다']",여기저기 다니다 오프라인 생각 저렴하다 온라인 싸다,0
3080,싸게 하는게 목적이시면 온라인이 가장 저렴한 거 같아요! 오프라인은 다 신제품밖에 없어서 아무리 싸게 해도 온라인을 이길 수 없더라구요 저희는 신형이 아니어도 괜찮아서 발품 팔면서 오프라인 결제한 거 결제 취소하고 온라인으로 다시 했어요!,"[-0.00793457  0.02142334 -0.03286743 ... -0.02322388 -0.02682495
 -0.00337219]",2,"['싸다', '목적', '온라인', '저렴하다', '오프라인', '제품', '싸다', '온라인', '이기다', '신형', '괜찮다', '발품', '팔다', '오프라인', '결제', '결제', '취소', '온라인']",싸다 목적 온라인 저렴하다 오프라인 제품 싸다 온라인 이기다 신형 괜찮다 발품 팔다 오프라인 결제 결제 취소 온라인,0
3081,오프라인으로 구경하고 보통 온라인이 더 저렴해서 온라인구매요,"[-0.00476074  0.02838135 -0.01832581 ... -0.02500916 -0.02789307
 -0.02497864]",2,"['오프라인', '구경', '온라인', '저렴하다', '온라인', '구매']",오프라인 구경 온라인 저렴하다 온라인 구매,1
3082,인터넷으로 구매하는게 더 저렴하긴해서 저는 오프라인으로 구경하고 적어두고 사려구요~!,"[-0.01756287  0.03713989 -0.02763367 ... -0.02223206 -0.03479004
 -0.00088215]",2,"['인터넷', '구매', '저렴하다', '오프라인', '구경', '적다', '사다']",인터넷 구매 저렴하다 오프라인 구경 적다 사다,1
3083,"오프라인에서 실물보고, 구매는 온라인에서용","[ 0.0044136   0.02011108 -0.02351379 ... -0.01959229 -0.03561401
 -0.00956726]",2,"['오프라인', '실물', '구매', '온라인']",오프라인 실물 구매 온라인,1
3084,아울렛가서 직접 보고 구매는 온라인이 싸길래 온라인으로 거의 산거같아요!,"[-0.00149441  0.02752686 -0.0241394  ... -0.01541138 -0.03515625
 -0.01887512]",2,"['아울렛', '구매', '온라인', '싸다', '온라인', '살다']",아울렛 구매 온라인 싸다 온라인 살다,1
3085,오프라인으로 보고 온라인주문이요! 온라인이 더싼거같아요,"[-0.01725769  0.02830505 -0.02145386 ... -0.02281189 -0.03497314
 -0.00250816]",2,"['오프라인', '온라인', '주문', '온라인', '싸다']",오프라인 온라인 주문 온라인 싸다,1
3086,저도 오프라인에서 정하고 인터넷가격이 더저렴하면 그렇게 구매할것같아요,"[-0.00460434  0.02944946 -0.03775024 ... -0.02064514 -0.0305481
 -0.00455475]",2,"['오프라인', '정하다', '인터넷', '가격', '저렴하다', '구매']",오프라인 정하다 인터넷 가격 저렴하다 구매,0
3087,특별히 싼게 아니면 리뷰 참고해서 온라인으루 사요,"[ 0.00064516  0.02220154 -0.02964783 ... -0.04321289 -0.01831055
 -0.00891876]",2,"['싸다', '리뷰', '참고', '온라인', '사다']",싸다 리뷰 참고 온라인 사다,1
3088,오프라인에서 고르고 온라인에서 구매합니다,"[ 0.01320648  0.02655029 -0.02430725 ... -0.00883484 -0.02983093
 -0.02423096]",2,"['오프라인', '고르다', '온라인', '구매']",오프라인 고르다 온라인 구매,1
3089,이미 혼수가전 사신 상태면 온라인으로 손품팔고 오프라인 매장가서 구경하고 혜택챙겨서 온라인 추천이요!,"[ 0.00348473  0.02006531 -0.02772522 ... -0.02529907 -0.03186035
 -0.00914764]",2,"['혼수', '가전', '사다', '상태', '온라인', '팔다', '오프라인', '매장', '구경', '혜택', '챙기다', '온라인', '추천']",혼수 가전 사다 상태 온라인 팔다 오프라인 매장 구경 혜택 챙기다 온라인 추천,1
3090,저희는 오프라인으로 구매예정이에요.한번에 사야 할인률이 커지는것 같더라구요,"[ 0.00371552  0.03515625 -0.03894043 ... -0.02337646 -0.03512573
 -0.00540924]",2,"['오프라인', '구매', '예정', '사다', '할인', '커지다']",오프라인 구매 예정 사다 할인 커지다,1
3091,주변 지인들 보면 오프라인으로 한번에 구입하더라구요! 저도 그렇게 하려고 합니다ㅎㅎ,"[-0.00115776  0.03063965 -0.01417542 ... -0.03192139 -0.03512573
 -0.00041127]",2,"['주변', '지인', '오프라인', '구입']",주변 지인 오프라인 구입,0
3092,한번에 다 사시면 오프라인 혜택이 생각보다 있더라구요,"[ 0.00602722  0.03945923 -0.03115845 ... -0.01048279 -0.03268433
  0.00238419]",2,"['사다', '오프라인', '혜택', '생각']",사다 오프라인 혜택 생각,1
3093,다품목으로 사는게 더 할인을 많이 받아서 오프라인으로 했어요!,"[ 0.01039124  0.0224762  -0.0317688  ... -0.01444244 -0.04788208
 -0.01145172]",2,"['품목', '사다', '할인', '오프라인']",품목 사다 할인 오프라인,2
3094,오프라인으로 따로따로 사긴 했는데 다품목 할인으로 좀 더 할인 받았으면 더 좋았을 것 같아요,"[ 0.01248169  0.02046204 -0.04998779 ... -0.0302887  -0.0447998
  0.00075293]",2,"['오프라인', '사다', '품목', '할인', '할인', '좋다']",오프라인 사다 품목 할인 할인 좋다,2
3095,저희도 오프라인에서 한번에 구매했어요! 다른 곳이랑 비교해보니까 묶어서 살 경우 혜택이 크더라구요 ㅎㅎ,"[-0.00201607  0.03042603 -0.0246582  ... -0.0098877  -0.03775024
 -0.00382042]",2,"['오프라인', '구매', '비교', '묶다', '사다', '혜택', '크다']",오프라인 구매 비교 묶다 사다 혜택 크다,1
3096,백화점에서 한번에 삿어요~ 온라인으로 사는거보다 한번에 사면 할인이 커요,"[ 0.00863647  0.0317688  -0.03347778 ... -0.03427124 -0.0428772
 -0.00756836]",2,"['백화점', '사다', '온라인', '사다', '사다', '할인', '크다']",백화점 사다 온라인 사다 사다 할인 크다,2
3097,다들 오프라인에서 한번에 구매하시나봐요! 저희도 아직 고민중인데 좋은 글 감사합니다!,"[-0.00299644  0.02546692 -0.02539062 ... -0.02459717 -0.03887939
 -0.00491714]",2,"['오프라인', '구매', '고민', '좋다', '감사']",오프라인 구매 고민 좋다 감사,0
3098,온라인가격 대충 보고 온라인금액이랑 차이 많이 안나면 오프라인에서해요!,"[-0.00774002  0.03030396 -0.0292511  ... -0.0166626  -0.02197266
 -0.01904297]",2,"['온라인', '가격', '온라인', '금액', '차이', '오프라인']",온라인 가격 온라인 금액 차이 오프라인,0
3099,오프라인 매장에서 구매하려고 해요! 품목이 많으면 인터넷 구매보다 오프라인 구매가 저렴하다고 하더라구요!,"[ 0.00118542  0.03225708 -0.03302002 ... -0.01698303 -0.04122925
 -0.00214577]",2,"['오프라인', '매장', '구매', '품목', '많다', '인터넷', '구매', '오프라인', '구매', '저렴하다']",오프라인 매장 구매 품목 많다 인터넷 구매 오프라인 구매 저렴하다,2
3100,저는 오프라인에서 한번에 준비 했어요~,"[ 0.01603699  0.02474976 -0.01369476 ... -0.00935364 -0.01612854
 -0.02375793]",2,"['오프라인', '준비']",오프라인 준비,2
3101,인터넷설치 하고 인터넷 연결이 안정적으로 이루어져서 정말 좋아요. 이제 끊김 없이 온라인 활동을 즐길 수 있어서 너무 편해졌어요.,"[ 0.02947998  0.03775024 -0.00708771 ... -0.03652954 -0.0294342
 -0.00584793]",2,"['인터넷', '설치', '인터넷', '연결', '안정', '이루어지다', '좋다', '끊기다', '온라인', '활동', '즐기다', '편하다']",인터넷 설치 인터넷 연결 안정 이루어지다 좋다 끊기다 온라인 활동 즐기다 편하다,2
3102,인터넷 설치 후에는 인터넷 속도가 빨라져서 정말 좋아요! 파일을 다운로드하거나 온라인 게임을 할 때도 끊김 없이 쾌적하게 이용할 수 있어서 너무 만족스러워요.,"[ 0.01837158  0.03604126 -0.00869751 ... -0.04837036 -0.03179932
  0.00849915]",2,"['인터넷', '설치', '인터넷', '속도', '빠르다', '좋다', '파일', '다운로드', '온라인', '게임', '끊기다', '만족']",인터넷 설치 인터넷 속도 빠르다 좋다 파일 다운로드 온라인 게임 끊기다 만족,2
3103,인터넷 설치를 하면 생활이 너무나도 편해져요! 집에서 쉽게 영화를 시청하거나 웹사이트를 둘러보며 편안한 시간을 보낼 수 있어서 정말 좋아요. 이,"[ 0.01712036  0.04516602  0.00124168 ... -0.05795288 -0.04074097
  0.00794983]",2,"['인터넷', '설치', '생활', '편하다', '영화', '시청', '사이트', '둘러보다', '편안', '시간', '보내다', '좋다']",인터넷 설치 생활 편하다 영화 시청 사이트 둘러보다 편안 시간 보내다 좋다,2
3104,구매하는 제품 가짓수에 따라 다를거같아요~ 저는 가짓수가 많지않구 신제품일 필요가 없어서 온라인구매 생각중이에요,"[ 0.00927734  0.01989746 -0.02882385 ... -0.03567505 -0.03051758
 -0.00297928]",2,"['구매', '제품', '가짓수', '따르다', '다르다', '가짓수', '많다', '제품', '필요', '온라인', '구매', '생각']",구매 제품 가짓수 따르다 다르다 가짓수 많다 제품 필요 온라인 구매 생각,0
3105,"네 유투브로 어느정도 품번 정해가시고 오프라인 온라인, 직영점 등 코드가 다르니 그것도 알아가셔서 범위 내에서 견적 받으심 좋아요~","[-0.01158142 -0.00224113 -0.02912903 ... -0.04083252 -0.02563477
 -0.00014448]",2,"['유투브', '정하다', '오프라인', '온라인', '직영점', '코드', '다르다', '범위', '견적', '좋다']",유투브 정하다 오프라인 온라인 직영점 코드 다르다 범위 견적 좋다,0
3106,여러군데 발품 팔아보시는거 추천인데 백화점이 젤 낫더라고요,"[-0.00121975  0.02163696 -0.03457642 ... -0.05047607 -0.03622437
  0.00118256]",2,"['발품', '팔다', '추천', '백화점']",발품 팔다 추천 백화점,0
3107,저희는 온라인 최저가나 특가 있을때 샀어요,"[ 0.01930237  0.03131104 -0.01780701 ... -0.01875305 -0.03979492
 -0.02928162]",2,"['온라인', '최저', '특가', '사다']",온라인 최저 특가 사다,1
3108,다품목이시면 오프라인 견적이 더 싸다고 하더라구요 사은품으로 주는 것도 꽤 있어서 여기저기 발품 파시는 거 추천드려요,"[-0.01881409  0.02772522 -0.02883911 ... -0.03408813 -0.03051758
  0.0066452 ]",2,"['품목', '오프라인', '견적', '싸다', '사은품', '여기저기', '발품', '파', '추천', '드리다']",품목 오프라인 견적 싸다 사은품 여기저기 발품 파 추천 드리다,0
3109,품목적으면 온라인 많으면 오프라인 오픈매장이 더 싸요,"[ 0.01889038  0.02464294 -0.04147339 ... -0.01838684 -0.02590942
 -0.00165749]",2,"['품목', '적다', '온라인', '많다', '오프라인', '오픈', '매장', '싸다']",품목 적다 온라인 많다 오프라인 오픈 매장 싸다,0
3110,10개품목정도 사실거면 오프라인 추천이요!,"[ 0.00746155  0.01856995 -0.02433777 ... -0.03112793 -0.01463318
 -0.0105896 ]",2,"['품목', '사다', '오프라인', '추천']",품목 사다 오프라인 추천,0
3111,가전은 오프라인이랑 온라인 둘다 비교 추천드립니다 가격 다 달라여,"[ 0.01534271  0.02960205 -0.0300293  ... -0.03726196 -0.02471924
 -0.02755737]",2,"['가전', '오프라인', '온라인', '비교', '추천', '드리다', '가격', '다르다']",가전 오프라인 온라인 비교 추천 드리다 가격 다르다,0
3112,전 오프라인에서보고 지인직원찬스쓰려구요!,"[-0.01220703  0.03469849 -0.01586914 ... -0.01986694 -0.03137207
 -0.00942993]",2,"['오프라인', '지인', '직원', '찬스', '쓰다']",오프라인 지인 직원 찬스 쓰다,0
3113,혼수 맞추시는 거라면 오프라인으로 구매하세요!,"[ 0.01288605  0.03573608 -0.02444458 ... -0.02272034 -0.03900146
 -0.00107288]",2,"['혼수', '맞추다', '오프라인', '구매']",혼수 맞추다 오프라인 구매,1
3114,직접보고 사고 인터넷으로 비교해봐도 어떤건 더싸고 비싼게있어서 오프라인도 괜찮았던거 같아요,"[ 0.01344299  0.02104187 -0.03051758 ... -0.02636719 -0.02108765
 -0.00823212]",2,"['사다', '인터넷', '비교', '싸다', '비싸다', '오프라인', '괜찮다']",사다 인터넷 비교 싸다 비싸다 오프라인 괜찮다,2
